id_turn;start_time;end_time;name;gender;id_episode;id_show
6859;1.641;11.702;Emmanuel_CUGNY;male;56;10
6860;11.702;131.524;Maude_BAYEU;female;56;10
6861;131.524;138.074;Emmanuel_CUGNY;male;56;10
6862;138.074;180.552;Maude_BAYEU;female;56;10
6863;182.263;203.845;Maude_BAYEU;female;56;10
6864;203.845;253.352;Herve_GAYMARD;male;56;10
6865;253.352;297.365;Maude_BAYEU;female;56;10
6866;297.365;305.101;Emmanuel_CUGNY;male;56;10
6867;305.101;330.196;Maude_BAYEU;female;56;10
6868;330.196;381.44;Arnaud_FLEURY;male;56;10
6869;381.44;410.696;Maude_BAYEU;female;56;10
6870;412.815;424.739;Maude_BAYEU;female;56;10
6871;424.739;425.696;Marjorie_ROULMANN;female;56;10
6872;425.696;426.122;Jean-Remi_MAKIAGE;male;56;10
6873;426.122;428.417;Marjorie_ROULMANN;female;56;10
6874;428.417;452.683;Jean-Remi_MAKIAGE;male;56;10
6875;452.683;458.033;Marjorie_ROULMANN;female;56;10
6876;458.033;490.722;Jean-Remi_MAKIAGE;male;56;10
6877;490.722;494.609;Marjorie_ROULMANN;female;56;10
6878;494.609;504.822;Maude_BAYEU;female;56;10
6879;504.822;506.95;Harold_HYMAN;male;56;10
6880;516.966;541.398;Maude_BAYEU;female;56;10
6881;541.398;555.102;Emmanuel_CUGNY;male;56;10
6882;616.187;619.014;unk_564;female;56;10
6883;626.148;628.412;unk_564;female;56;10
6884;629.409;669.858;Emmanuel_CUGNY;male;56;10
6885;669.858;753.765;Nedim_GURSEL;male;56;10
6886;753.765;767.487;Harold_HYMAN;male;56;10
6887;767.487;817.033;Nedim_GURSEL;male;56;10
6888;817.033;840.651;Emmanuel_CUGNY;male;56;10
6889;931.369;934.257;unk_564;female;56;10
6890;934.257;937.449;Emmanuel_CUGNY;male;56;10
6891;937.449;1013.506;Maude_BAYEU;female;56;10
6892;1013.506;1060.86;Emmanuel_CUGNY;male;56;10
6893;1067.487;1086.439;Emmanuel_CUGNY;male;56;10
6894;1086.439;1112.76;Marjorie_ROULMANN;female;56;10
6895;1112.76;1161.196;Frederic_LORENZINI;male;56;10
6896;1165.178;1198.766;Frederic_LORENZINI;male;56;10
6897;1198.766;1205.848;Maude_BAYEU;female;56;10
6898;1205.848;1253.689;Solange_MAULINI;female;56;10
6899;1253.689;1264.981;Maude_BAYEU;female;56;10
6900;1288.204;1290.386;Emmanuel_CUGNY;male;56;10
6901;1291.585;1296.898;Emmanuel_CUGNY;male;56;10
6902;1296.898;1338.065;Pascal_BOULARD;male;56;10
6903;1338.065;1340.867;Emmanuel_CUGNY;male;56;10
6904;1340.867;1377.053;Pascal_BOULARD;male;56;10
6905;1377.053;1379.272;Emmanuel_CUGNY;male;56;10
6906;1379.272;1379.728;Pascal_BOULARD;male;56;10
6907;1380.974;1390.348;Emmanuel_CUGNY;male;56;10
6908;1419.621;1422.447;unk_564;female;56;10
6909;1424.506;1461.324;Emmanuel_CUGNY;male;56;10
6910;1462.836;1475.541;Emmanuel_CUGNY;male;56;10
6911;1475.541;1518.163;Gerard_PRINCE;male;56;10
6912;1518.163;1526.415;Emmanuel_CUGNY;male;56;10
6913;1526.415;1565.858;Gerard_PRINCE;male;56;10
6914;1565.858;1566.969;Emmanuel_CUGNY;male;56;10
6915;1566.969;1571.648;Gerard_PRINCE;male;56;10
6916;1571.648;1584.696;Emmanuel_CUGNY;male;56;10
6917;1584.696;1620.086;Gerard_PRINCE;male;56;10
6918;1620.086;1633.187;Emmanuel_CUGNY;male;56;10
6919;1633.187;1661.546;Gerard_PRINCE;male;56;10
6920;1661.546;1678.207;Emmanuel_CUGNY;male;56;10
6921;1678.207;1678.86;Gerard_PRINCE;male;56;10
6922;1678.86;1692.888;Emmanuel_CUGNY;male;56;10
6923;1694.104;1694.545;Gerard_PRINCE;male;56;10
6924;1728.481;1788.966;Emmanuel_CUGNY;male;56;10
6925;1790.896;1793.145;Emmanuel_CUGNY;male;56;10
6926;1795.273;1803.911;Emmanuel_CUGNY;male;56;10
6927;1803.911;1904.488;Nicolas_PIERRON;male;56;10
6928;1904.488;1910.02;Emmanuel_CUGNY;male;56;10
6929;1910.771;1946.932;Nicolas_PIERRON;male;56;10
6930;1948.31;1978.437;Nicolas_PIERRON;male;56;10
6931;1978.437;2002.329;Ariane_OBOLENSKY;female;56;10
6932;2002.329;2012.618;Celine_KAJOULIS;female;56;10
6933;2012.618;2038.528;Ariane_OBOLENSKY;female;56;10
6934;2038.528;2054.121;Nicolas_PIERRON;male;56;10
6935;2054.121;2062.556;Emmanuel_CUGNY;male;56;10
6936;2062.556;2100.766;Nicolas_PIERRON;male;56;10
6937;2100.766;2166.316;Guillaume_PAUL;male;56;10
6938;2167.76;2172.836;Emmanuel_CUGNY;male;56;10
6939;2173.416;2209.88;Nicolas_PIERRON;male;56;10
6940;2209.88;2269.909;Eric_CHANEY;male;56;10
6941;2269.909;2302.458;Emmanuel_CUGNY;male;56;10
6942;2302.458;2323.552;Francois_LOOS;male;56;10
6943;2323.552;2332.497;Arnaud_FLEURY;male;56;10
6944;2332.497;2366.465;Francois_LOOS;male;56;10
6945;2366.465;2382.076;Nicolas_PIERRON;male;56;10
6946;2382.076;2399.961;Emmanuel_CUGNY;male;56;10
6947;2459.632;2462.581;unk_564;female;56;10
6948;2469.709;2471.943;unk_564;female;56;10
6949;2472.855;2489.982;Emmanuel_CUGNY;male;56;10
6950;2489.982;2512.263;Anissa_EL_JABRI;female;56;10
6951;2512.263;2531.331;Noel_MAMERE;male;56;10
6952;2531.331;2554.843;Anissa_EL_JABRI;female;56;10
6953;2554.843;2557.594;Francois_BAYROU;male;56;10
6954;2557.954;2560.345;Francois_BAYROU;male;56;10
6955;2561.78;2562.913;Francois_BAYROU;male;56;10
6956;2563.354;2564.251;Francois_BAYROU;male;56;10
6957;2565.775;2567.488;Francois_BAYROU;male;56;10
6958;2568.39;2574.661;Francois_BAYROU;male;56;10
6959;2575.283;2580.409;Francois_BAYROU;male;56;10
6960;2581.029;2583.646;Francois_BAYROU;male;56;10
6961;2583.646;2592.643;Anissa_EL_JABRI;female;56;10
6962;2592.643;2615.802;Alain_MADELIN;male;56;10
6963;2615.802;2634.858;Anissa_EL_JABRI;female;56;10
6964;2634.858;2641.189;Emmanuel_CUGNY;male;56;10
6965;2707.15;2709.962;unk_564;female;56;10
6966;2709.962;2713.199;Emmanuel_CUGNY;male;56;10
6967;2713.199;2783.649;Nicolas_PIERRON;male;56;10
6968;2783.649;2788.527;unk_565;male;56;10
6969;2788.527;2789.635;Emmanuel_CUGNY;male;56;10
6970;2789.635;2790.03;Pierre_KUPFERMAN;male;56;10
6971;2790.03;2795.38;Emmanuel_CUGNY;male;56;10
6972;2795.38;2860.397;Pierre_KUPFERMAN;male;56;10
6973;2860.397;2865.275;Emmanuel_CUGNY;male;56;10
6974;2865.275;2874.273;Pierre_KUPFERMAN;male;56;10
6975;2874.273;2876.477;Emmanuel_CUGNY;male;56;10
