spk_name;gender;turn_count;total_length;spk_class;id_show
Olivier_TRUCHOT;male;2147;17876.171757160017;4;2
Alain_MARSCHALL;male;406;4648.833976725005;4;2
Jean-Paul_OLLIVIER;male;2;26.203000000000003;1;2
Alain_GALLOPIN;male;5;28.70800000000017;1;2
Henri_SANNIER;male;2;30.582999999999885;1;2
unk_685;male;2;6.893999999999949;1;2
Nicolas_SARKOZY;male;29;126.45600000000061;1;2
Marine_LE_PEN;female;18;306.22800000000007;1;2
Jean-Yves_CAMUS;male;9;135.45399999999984;1;2
Jean-Louis_MALISSE;male;29;362.49700000000007;1;2
Laurence_PARISOT;female;6;34.22900000000004;1;2
Christophe_REGNARD;male;22;359.5149999999999;1;2
Jean-Francois_PERES;male;36;246.8030000000008;1;2
Fabien_LEFORT;male;11;350.19399999999996;1;2
Graziella_RODRIGUES;female;2;34.21799999999985;1;2
Celine_COURATIN;female;1;67.647;1;2
Viviane_REDING;female;4;31.862999999999943;1;2
unk_687;female;1;1.224999999999966;1;2
Elisabeth_GUIGOU;female;2;69.59799999999996;1;2
Nadine_MORANO;female;1;22.908000000000015;1;2
Didier_RIDORET;male;22;364.03799999999984;1;2
Diane_GOUFFRANT;female;28;696.1290000000004;1;2
Edward_JAY;male;8;276.2350000000001;1;2
Daniel_RIOLO;male;30;237.17600000000016;1;2
Mathieu_COACHE;male;44;935.2710000000006;3;2
Bernard_VALERO;male;1;20.86200000000008;1;2
Marie_DUQUESNE;female;10;162.817;1;2
Aurelie_FILIPPETTI;female;1;21.791999999999916;1;2
Luc_CHATEL;male;1;13.268000000000029;1;2
Christian_PROUTEAU;male;15;328.12300000000005;1;2
Thierry_ARNAUD;male;7;381.1170000000003;1;2
Emmanuel_SCHWARTZENBERG;male;10;216.9999999999991;1;2
unk_688;NA;1;0.5630000000001019;1;2
Virginie_GOUBIER;female;5;96.66700000000014;1;2
Ruth_ELKRIEF;female;12;307.8879999999981;1;2
Luc_ABRATKIEWICZ;male;2;23.073999999999984;1;2
Julia_DELAGE;female;2;125.51199999999994;1;2
unk_689;male;5;43.164000000000044;1;2
Pascal_SCHMITT;male;24;206.6070000000003;1;2
Thomas_MISRACHI;male;85;852.2620000000014;1;2
unk_690;male;6;24.30499999999995;1;2
unk_691;male;2;24.879999999999995;1;2
Pascal_PERRI;male;71;703.9569999999985;1;2
Philippe_SALVADOR;male;18;280.3629999999994;1;2
unk_693;male;2;24.16300000000001;1;2
Damien_FLEUROT;male;21;447.9179999999997;1;2
unk_692;male;1;26.359999999999673;1;2
unk_694;male;1;18.81600000000026;1;2
Francois_GIUSEPPI;male;25;267.38899999999967;1;2
Laura_FLESSEL-COLOVIC;female;2;60.49000000000024;1;2
unk_695;male;1;6.644000000000233;1;2
unk_696;female;1;6.375;1;2
unk_697;male;1;6.31899999999996;1;2
unk_698;female;1;5.731999999999971;1;2
unk_699;female;1;6.9340000000001965;1;2
unk_701;male;4;20.105000000000018;1;2
unk_700;female;5;19.973999999999705;1;2
unk_702;female;1;3.1390000000001237;1;2
unk_703;male;1;3.4279999999998836;1;2
unk_704;female;1;11.170000000000073;1;2
unk_706;male;1;16.85400000000027;1;2
unk_705;male;2;14.932000000000244;1;2
Sandra_LARUE;female;1;72.4670000000001;1;2
Caroline_MIER;female;2;68.09900000000002;1;2
Benoit_HAMON;male;16;406.75800000000004;1;2
Thierry_TAPONIER;male;3;25.94100000000003;1;2
Yann-Antony_NOGHES;male;8;175.84900000000022;1;2
Francis_SZPINER;male;2;24.395999999999844;1;2
Patrice_GOURRIER;male;5;166.79099999999983;1;2
Candice_MAHOUT;female;3;67.30900000000008;1;2
Olivier_METZNER;male;46;317.64799999999923;1;2
Joanna_BRIFFAULT;female;4;34.639000000000124;1;2
Rachid_M_BARKI;male;71;1337.7709999999997;3;2
Aymeric_BARRAULT;male;22;214.0500000000012;1;2
unk_709;female;1;16.184999999999945;1;2
Sebastien_PROT;male;1;15.807000000000244;1;2
Patrick_MENNUCCI;male;4;177.8699999999999;1;2
Didier_PIARD;male;11;290.18399999999974;1;2
Brice_ROBIN;male;11;76.75300000000006;1;2
Farida_SETITI;female;3;31.108999999999952;1;2
unk_710;male;2;12.838999999999885;1;2
unk_711;male;2;7.456999999999994;1;2
unk_712;male;2;4.8540000000001555;1;2
unk_713;female;2;10.372999999999706;1;2
Anicet_MBIDA;male;46;479.4690000000015;1;2
Veronique_FEVRE;female;19;200.13199999999802;1;2
Gilles_SOULIER;male;2;12.105000000000018;1;2
Francois_PUPPONI;male;30;317.82066331999977;1;2
Jean-Emmanuel_ROBERT;male;2;22.403999999999996;1;2
Patrick_SAUCE;male;6;87.72199999999975;1;2
unk_716;male;6;30.552999999999884;1;2
Amgad_SADEK;male;39;340.6789999999987;1;2
Jean-Michel_CADIOT;male;23;403.9707770800005;1;2
Cecile_OLLIVIER;female;7;218.2309999999996;1;2
Olivier_GUPTA;male;8;60.44099999999992;1;2
unk_719;male;2;1.544999999999959;1;2
unk_718;male;2;13.951999999999998;1;2
Mouammar_KADHAFI;male;2;2.854000000000042;1;2
Bernard-Henri_LEVY;male;10;306.8959999999996;1;2
Ismael_HASSOUNEH;male;7;166.18799999999965;1;2
Celine_PITELET;female;23;569.5020000000004;1;2
Christian_LAMBERT;male;3;16.327000000000226;1;2
Chantal_JOUANNO;female;4;63.67999999999961;1;2
Jean_RESSEGUIE;male;25;506.00699999999983;1;2
Bernard_BIGOT;male;16;245.93699999999853;1;2
Yves_MARIGNAC;male;14;261.78100000000086;1;2
Michel_MERCIER;male;2;10.738;1;2
multi_spk;NA;1152;1988.4620941899939;4;2
Jerome_CAHUZAC;male;1;34.91700000000003;1;2
Bernard_LAPORTE;male;31;256.7379999999995;1;2
Jean_TODT;male;3;165.27800000000002;1;2
Benoit_PETIT;male;3;70.57399999999998;1;2
Philippe_VARIN;male;11;137.8870000000001;1;2
Bruno_LE_MAIRE;male;23;350.9969999999999;1;2
Margaux_DE_FROUVILLE;female;17;165.16800000000035;1;2
Eric_CIOTTI;male;18;384.965;1;2
Gerard_LONGUET;male;1;34.053000000000054;1;2
Virginie_PHULPIN;female;5;234.31399999999962;1;2
Dominique_BUSSEREAU;male;5;212.67300000000012;1;2
Francois-Xavier_WEILL;male;21;230.1980000000001;1;2
Antoine_DELPIERRE;male;5;49.909000000000106;1;2
Claude_GUEANT;male;12;99.17599999999965;1;2
Cecile_DANRE;female;12;163.06200000000067;1;2
Louis_VINET;male;6;29.428999999999178;1;2
Olivier_MAZEROLLE;male;65;897.3607486600006;1;2
Celine_BRUEL;female;6;36.33800000000019;1;2
Dominique_LEFEBVRE;male;5;82.15099999999939;1;2
Robert_VAUTARD;male;6;62.25999999999976;1;2
Christophe_CHAMBON;male;18;250.4409999999998;1;2
Magali_CHALAIS;female;11;220.11000000000035;1;2
unk_731;male;2;2.944999999999993;1;2
Jose-Luis_ZAPATERO;male;5;6.615000000000009;1;2
Tiffanie_OSSWALT;female;18;157.96800000000027;1;2
unk_725;male;1;12.424999999999955;1;2
unk_726;female;1;10.710000000000036;1;2
