id_turn;start_time;end_time;name;gender;id_episode;id_show
1;0.0;1.5;Nicolas_STOUFFLET;male;1;9
2;1.5;2.624;Patricia_MARTIN;female;1;9
3;2.624;3.765;Nicolas_STOUFFLET;male;1;9
4;7.947;9.632;Patricia_MARTIN;female;1;9
5;9.632;62.142;Simon_TIVOLLE;male;1;9
6;63.325;64.141;Patricia_MARTIN;female;1;9
7;64.141;104.93;Simon_TIVOLLE;male;1;9
8;104.93;148.025;Lionel_THOMPSON;male;1;9
9;148.025;171.693;Simon_TIVOLLE;male;1;9
10;171.693;244.037;Vincent_JOSSE;male;1;9
11;244.037;263.798;Simon_TIVOLLE;male;1;9
12;263.798;265.366;Patricia_MARTIN;female;1;9
13;265.366;326.413;Simon_TIVOLLE;male;1;9
14;326.413;328.033;unk_0;male;1;9
15;328.033;328.582;unk_1;NA;1;9
16;328.582;329.319;unk_0;male;1;9
17;329.319;330.019;unk_1;NA;1;9
18;330.019;331.309;unk_0;male;1;9
19;331.309;332.107;unk_2;male;1;9
20;332.107;333.117;unk_0;male;1;9
21;333.117;333.81;unk_3;female;1;9
22;333.81;335.64;unk_0;male;1;9
23;335.64;342.185;multi_spk;NA;1;9
24;342.185;344.3;Lysiane_BLE;female;1;9
25;344.3;345.125;unk_1;NA;1;9
26;345.125;346.446;Lysiane_BLE;female;1;9
27;346.446;347.496;unk_1;NA;1;9
28;347.496;349.891;Lysiane_BLE;female;1;9
29;349.891;351.075;unk_1;NA;1;9
30;351.075;354.074;Helene_CARDIN;female;1;9
31;354.074;361.068;unk_1;NA;1;9
32;361.068;364.833;Helene_CARDIN;female;1;9
33;364.833;366.636;unk_1;NA;1;9
34;366.636;369.098;Helene_CARDIN;female;1;9
35;369.098;374.19;unk_1;NA;1;9
36;374.19;377.016;Helene_CARDIN;female;1;9
37;377.016;383.201;unk_1;NA;1;9
38;383.201;386.577;Helene_CARDIN;female;1;9
39;386.577;395.804;unk_1;NA;1;9
40;395.804;398.307;Helene_CARDIN;female;1;9
41;398.307;401.848;unk_1;NA;1;9
42;401.848;415.983;Simon_TIVOLLE;male;1;9
43;415.983;427.192;Patricia_MARTIN;female;1;9
44;427.192;469.533;Simon_TIVOLLE;male;1;9
45;469.533;472.94;Patricia_MARTIN;female;1;9
46;472.94;552.53;Simon_TIVOLLE;male;1;9
47;552.53;605.331;Herve_JUVIN;male;1;9
48;605.331;629.851;Simon_TIVOLLE;male;1;9
49;631.397;672.404;Simon_TIVOLLE;male;1;9
50;672.404;689.083;Bernard_LEGRAS;male;1;9
51;689.083;692.216;Frederic_BARREYRE;male;1;9
52;692.216;730.455;Bernard_LEGRAS;male;1;9
53;730.455;754.004;Simon_TIVOLLE;male;1;9
54;754.004;813.684;Pascal_SANTONI;male;1;9
55;813.684;856.547;Simon_TIVOLLE;male;1;9
56;856.547;933.886;Pascal_MIZRAHI;male;1;9
57;933.886;983.403;Simon_TIVOLLE;male;1;9
58;983.403;985.95;Patricia_MARTIN;female;1;9
59;985.95;1024.668;Simon_TIVOLLE;male;1;9
60;1024.668;1029.904;Simon_TIVOLLE;male;1;9
61;1029.904;1037.001;multi_spk;NA;1;9
62;1088.136;1100.624;Patricia_MARTIN;female;1;9
63;1100.624;1133.869;Isabel_PASQUIER;female;1;9
64;1133.869;1136.974;multi_spk;NA;1;9
65;1136.974;1141.296;Isabel_PASQUIER;female;1;9
66;1141.296;1141.947;multi_spk;NA;1;9
67;1141.947;1153.987;Isabel_PASQUIER;female;1;9
68;1153.987;1157.73;multi_spk;NA;1;9
69;1157.73;1188.991;Isabel_PASQUIER;female;1;9
70;1188.991;1193.279;multi_spk;NA;1;9
71;1193.279;1221.581;Isabel_PASQUIER;female;1;9
72;1221.581;1222.31;multi_spk;NA;1;9
73;1222.31;1223.894;Patricia_MARTIN;female;1;9
74;1223.894;1229.25;Isabel_PASQUIER;female;1;9
75;1229.25;1231.525;Patricia_MARTIN;female;1;9
76;1231.525;1232.88;multi_spk;NA;1;9
77;1232.88;1237.784;Isabel_PASQUIER;female;1;9
78;1237.784;1244.158;Patricia_MARTIN;female;1;9
79;1244.158;1244.583;Gerard_ZENONI;male;1;9
80;1244.583;1246.036;Patricia_MARTIN;female;1;9
81;1246.036;1253.984;Gerard_ZENONI;male;1;9
82;1253.984;1275.087;multi_spk;NA;1;9
83;1275.087;1277.299;Gerard_ZENONI;male;1;9
84;1277.299;1292.043;multi_spk;NA;1;9
85;1292.043;1307.075;Gerard_ZENONI;male;1;9
86;1307.075;1407.123;Pascale_KELLA;female;1;9
87;1407.123;1413.047;Gerard_ZENONI;male;1;9
88;1413.047;1422.818;Patricia_MARTIN;female;1;9
89;1422.818;1491.784;Brigitte_JEANPERRIN;female;1;9
90;1491.784;1604.091;Jean-Marie_PERNAULT;male;1;9
91;1604.091;1606.024;Brigitte_JEANPERRIN;female;1;9
92;1614.717;1615.599;Patricia_MARTIN;female;1;9
93;1615.599;1774.874;Jean-Marc_SYLVESTRE;male;1;9
94;1774.874;1776.265;Patricia_MARTIN;female;1;9
95;1776.265;1780.314;Jean-Marc_SYLVESTRE;male;1;9
96;1780.314;1783.228;multi_spk;NA;1;9
97;1783.228;1788.714;Jean-Marc_SYLVESTRE;male;1;9
98;1788.714;1789.525;Patricia_MARTIN;female;1;9
99;1789.525;1790.014;Jean-Marc_SYLVESTRE;male;1;9
100;1797.122;1798.326;Patricia_MARTIN;female;1;9
101;1798.326;1836.512;Joel_COLLADO;male;1;9
102;1836.512;1839.332;Patricia_MARTIN;female;1;9
103;1844.682;1845.154;Yves_DECAENS;male;1;9
104;1845.154;1885.963;Yves_DECAENS;male;1;9
105;1885.963;1888.714;Yves_DECAENS;male;1;9
106;1890.03;1890.843;Patricia_MARTIN;female;1;9
107;1890.843;1906.875;Yves_DECAENS;male;1;9
108;1906.875;1933.894;Jean-Luc_CHIVOT;male;1;9
109;1933.894;1935.983;Jean-Francois_ACHILLI;male;1;9
110;1935.983;1966.532;Jean-Luc_CHIVOT;male;1;9
111;1966.532;2031.802;Yves_DECAENS;male;1;9
112;2031.802;2037.121;Danielle_MESSAGER;female;1;9
113;2038.169;2039.31;unk_4;female;1;9
114;2040.562;2041.335;unk_4;female;1;9
115;2041.335;2041.74;unk_5;male;1;9
116;2041.74;2046.905;unk_6;female;1;9
117;2046.905;2050.379;multi_spk;NA;1;9
118;2050.379;2054.159;unk_6;female;1;9
119;2054.159;2055.776;unk_4;female;1;9
120;2055.776;2057.341;unk_6;female;1;9
121;2057.341;2064.277;unk_5;male;1;9
122;2064.277;2065.572;unk_7;female;1;9
123;2065.572;2076.163;unk_5;male;1;9
124;2076.163;2077.665;unk_7;female;1;9
125;2077.665;2078.639;unk_5;male;1;9
126;2078.639;2081.197;unk_7;female;1;9
127;2081.197;2082.842;unk_5;male;1;9
128;2082.842;2085.787;unk_7;female;1;9
129;2085.787;2100.298;unk_5;male;1;9
130;2100.298;2103.095;unk_7;female;1;9
131;2103.095;2106.281;unk_5;male;1;9
132;2108.757;2115.158;Danielle_MESSAGER;female;1;9
133;2115.158;2127.046;Yves_DECAENS;male;1;9
134;2128.306;2157.964;Yves_DECAENS;male;1;9
135;2157.964;2160.715;unk_8;male;1;9
136;2162.708;2166.545;unk_8;male;1;9
137;2168.817;2203.765;unk_8;male;1;9
138;2203.765;2287.63;Yves_DECAENS;male;1;9
139;2287.63;2289.429;Patricia_MARTIN;female;1;9
140;2289.429;2324.948;Yves_DECAENS;male;1;9
141;2324.948;2345.116;Frederic_BOURGADE;male;1;9
142;2345.116;2360.508;unk_9;male;1;9
143;2360.508;2362.741;Frederic_BOURGADE;male;1;9
144;2362.741;2372.016;unk_9;male;1;9
