spk_name;gender;turn_count;total_length;spk_class;id_show
unk_618;male;2;8.532000000000002;1;19
Sylvie_BERRUET;female;29;629.694;4;19
Angelique_KIDJO;female;1;51.84700000000001;1;19
Laurence_TUBIANA;female;1;58.36500000000001;1;19
Michel_ZERR;male;1;72.04899999999998;3;19
Christophe_CARESCHE;male;1;53.64400000000006;1;19
Dominique_ROCH;female;1;66.755;3;19
Marion_BARTOLI;female;1;42.53800000000001;1;19
Christophe_DIREMSZIAN;male;1;91.46699999999998;3;19
unk_619;male;1;2.225999999999999;1;19
Christelle_BARBIER;female;3;101.90600000000006;4;19
Javier_LAOS;male;2;4.13799999999992;1;19
unk_620;NA;1;17.951000000000022;1;19
Mercedes_ARáOZ;female;2;5.163000000000011;1;19
unk_624;female;1;25.480000000000018;1;19
Lucie_LOURDELLE;female;3;34.10200000000009;2;19
unk_625;NA;1;0.4390000000000782;1;19
unk_623;male;2;13.958999999999833;1;19
unk_621;female;2;2.647000000000162;1;19
unk_622;male;4;28.965999999999894;2;19
Anne_TOULOUSE;female;1;178.5709999999999;3;19
unk_626;female;1;7.463999999999942;1;19
Daniel_DESESQUELLE;male;6;54.580999999999904;2;19
Emmanuel_DAVIDSON;male;6;161.27499999999986;4;19
Olivier_FOUR;male;9;432.927;4;19
unk_627;female;2;2.338000000000001;1;19
Christophe_BOISBOUVIER;male;1;75.74000000000001;3;19
unk_628;male;3;52.46499999999992;2;19
Ghislaine_DUPONT;female;4;23.02500000000005;2;19
Virginie_GOMEZ;female;1;60.32400000000001;1;19
Marie-Pierre_OLFAN;female;1;59.309999999999945;1;19
Manon_RIVIERE;female;5;81.03999999999996;4;19
unk_629;female;2;3.27800000000002;1;19
unk_630;female;1;14.201999999999998;1;19
unk_631;male;2;2.7789999999998827;1;19
unk_632;male;1;10.664000000000101;1;19
unk_633;male;2;3.572999999999979;1;19
unk_634;male;1;12.691000000000031;1;19
unk_635;male;1;16.90700000000004;1;19
Ousmane_KEITA;male;1;82.322;3;19
unk_673;female;2;2.2489999999999872;1;19
Bernard_NAGEOTTE;male;22;519.3180000000001;4;19
Francois_BERNARD;male;3;387.38;4;19
Christine_MURATET;female;1;78.12700000000001;3;19
Salime_LONE;male;2;7.463999999999942;1;19
multi_spk;NA;6;71.9240000000001;4;19
Nicolas_SARKOZY;male;5;69.40899999999999;4;19
unk_675;female;1;0.885;1;19
unk_676;male;1;1.298;1;19
unk_674;male;8;263.049;4;19
Vital_KAMERE;male;3;60.07999999999999;2;19
Gabriel_KAHN;male;1;62.174000000000035;1;19
Reed_BRODY;male;1;60.10900000000004;1;19
Marie_CASADEBAIG;female;9;249.776;4;19
unk_677;male;2;2.220000000000006;1;19
Emmanuel_D_ABZAC;male;1;71.15599999999998;3;19
Kamanda_WA_KAMANDA_MUZEMBE;male;2;126.18800000000005;3;19
Karine_FRANK;female;2;127.25199999999995;3;19
Muriel_POMPONNE;female;36;733.748;4;19
unk_678;male;1;0.9949999999999992;1;19
Philippe_CERGEL;male;6;420.15000000000003;4;19
Stephanie_BRAQUEHAIS;female;5;182.50999999999996;4;19
Dalila_BERRITANE;female;1;63.321000000000026;1;19
unk_679;male;1;0.9199999999999999;1;19
unk_680;female;1;1.1920000000000073;1;19
Raphael_REYNES;male;2;78.553;3;19
Alan_DOSS;male;3;51.077999999999975;2;19
Juliette_RENGEVAL;female;3;120.35499999999996;4;19
unk_681;male;2;2.498000000000019;1;19
unk_682;male;2;2.562999999999988;1;19
Bernard_KOUCHNER;male;2;50.964999999999975;1;19
Jean-Bernard_GUYON;male;1;37.25;1;19
unk_683;female;2;1.8800000000000137;1;19
