id_turn;start_time;end_time;name;gender;id_episode;id_show
22638;213.713;241.098;Jean-Pierre_GRATIEN;male;177;22
22639;243.88;247.074;Bernard_ACCOYER;male;177;22
22640;247.074;313.042;Marie-Francoise_CLERGEAU;female;177;22
22641;313.538;367.677;Marie-Francoise_CLERGEAU;female;177;22
22642;367.677;369.585;Bernard_ACCOYER;male;177;22
22643;369.94;485.874;Georges_TRON;male;177;22
22644;489.511;491.858;Bernard_ACCOYER;male;177;22
22645;492.81;494.375;Claude_BODIN;male;177;22
22646;494.888;504.821;Claude_BODIN;male;177;22
22647;505.351;508.877;Claude_BODIN;male;177;22
22648;509.303;523.48;Claude_BODIN;male;177;22
22649;524.121;529.064;Claude_BODIN;male;177;22
22650;529.397;533.878;Claude_BODIN;male;177;22
22651;534.348;535.928;Claude_BODIN;male;177;22
22652;536.752;544.198;Claude_BODIN;male;177;22
22653;545.069;547.497;Claude_BODIN;male;177;22
22654;548.109;555.935;Claude_BODIN;male;177;22
22655;556.579;568.872;Claude_BODIN;male;177;22
22656;569.567;582.065;Claude_BODIN;male;177;22
22657;583.149;584.511;Claude_BODIN;male;177;22
22658;584.921;591.188;Claude_BODIN;male;177;22
22659;591.493;601.302;Claude_BODIN;male;177;22
22660;601.654;604.59;Jean-Louis_BORLOO;male;177;22
22661;605.152;616.838;Jean-Louis_BORLOO;male;177;22
22662;617.698;620.026;Jean-Louis_BORLOO;male;177;22
22663;620.888;622.153;Jean-Louis_BORLOO;male;177;22
22664;622.974;626.898;Jean-Louis_BORLOO;male;177;22
22665;626.898;629.023;Jean-Louis_BORLOO;male;177;22
22666;629.536;633.081;Jean-Louis_BORLOO;male;177;22
22667;633.607;645.877;Jean-Louis_BORLOO;male;177;22
22668;646.182;648.373;Jean-Louis_BORLOO;male;177;22
22669;648.784;675.148;Jean-Louis_BORLOO;male;177;22
22670;675.775;680.873;Jean-Louis_BORLOO;male;177;22
22671;681.09;700.753;Jean-Louis_BORLOO;male;177;22
22672;701.313;702.482;Jean-Louis_BORLOO;male;177;22
22673;702.787;708.921;Jean-Louis_BORLOO;male;177;22
22674;709.282;710.411;Jean-Louis_BORLOO;male;177;22
22675;710.817;719.236;Jean-Louis_BORLOO;male;177;22
22676;719.236;721.033;Bernard_ACCOYER;male;177;22
22677;721.033;723.6;Jean-Louis_BORLOO;male;177;22
22678;727.356;751.129;Francois_BROTTES;male;177;22
22679;751.637;752.246;Francois_BROTTES;male;177;22
22680;752.764;764.893;Francois_BROTTES;male;177;22
22681;765.433;819.447;Francois_BROTTES;male;177;22
22682;819.447;820.075;Bernard_ACCOYER;male;177;22
22683;820.075;823.863;Francois_BROTTES;male;177;22
22684;824.419;830.277;Francois_BROTTES;male;177;22
22685;830.585;838.074;Francois_BROTTES;male;177;22
22686;838.68;839.189;Francois_BROTTES;male;177;22
22687;840.149;843.614;Francois_BROTTES;male;177;22
22688;844.02;850.276;Francois_BROTTES;male;177;22
22689;850.541;856.297;Jean-Louis_BORLOO;male;177;22
22690;857.111;862.22;Jean-Louis_BORLOO;male;177;22
22691;862.805;872.52;Jean-Louis_BORLOO;male;177;22
22692;872.922;906.008;Jean-Louis_BORLOO;male;177;22
22693;906.494;909.305;Jean-Louis_BORLOO;male;177;22
22694;909.61;919.917;Jean-Louis_BORLOO;male;177;22
22695;920.363;934.661;Jean-Louis_BORLOO;male;177;22
22696;935.118;943.153;Jean-Louis_BORLOO;male;177;22
22697;944.638;957.674;Jean-Pierre_GRATIEN;male;177;22
22698;204.932;207.916;unk_944;NA;178;22
22699;209.397;231.602;Jean-Pierre_GRATIEN;male;178;22
22700;234.684;237.256;Bernard_ACCOYER;male;178;22
22701;237.256;243.535;Francois_SAUVADET;male;178;22
22702;243.885;252.214;Francois_SAUVADET;male;178;22
22703;252.806;256.475;Francois_SAUVADET;male;178;22
22704;256.906;261.612;Francois_SAUVADET;male;178;22
22705;262.183;267.403;Francois_SAUVADET;male;178;22
22706;267.757;272.744;Francois_SAUVADET;male;178;22
22707;273.014;280.821;Francois_SAUVADET;male;178;22
22708;281.17;284.899;Francois_SAUVADET;male;178;22
22709;285.351;302.174;Francois_SAUVADET;male;178;22
22710;302.624;314.69;Francois_SAUVADET;male;178;22
22711;315.157;317.137;Francois_SAUVADET;male;178;22
22712;317.55;319.393;Francois_SAUVADET;male;178;22
22713;319.686;321.972;Francois_SAUVADET;male;178;22
22714;322.377;331.647;Francois_SAUVADET;male;178;22
22715;331.647;333.866;Francois_FILLON;male;178;22
22716;334.328;343.253;Francois_FILLON;male;178;22
22717;344.39;346.797;Francois_FILLON;male;178;22
22718;347.516;355.72;Francois_FILLON;male;178;22
22719;356.175;357.533;Francois_FILLON;male;178;22
22720;357.999;362.644;Francois_FILLON;male;178;22
22721;363.049;375.28;Francois_FILLON;male;178;22
22722;375.588;382.306;Francois_FILLON;male;178;22
22723;382.932;384.94;Francois_FILLON;male;178;22
22724;385.609;387.231;Francois_FILLON;male;178;22
22725;387.787;393.697;Francois_FILLON;male;178;22
22726;394.257;400.025;Francois_FILLON;male;178;22
22727;400.933;413.364;Francois_FILLON;male;178;22
22728;413.826;422.729;Francois_FILLON;male;178;22
22729;423.184;440.853;Francois_FILLON;male;178;22
22730;441.191;487.053;Francois_FILLON;male;178;22
22731;487.326;497.594;Francois_FILLON;male;178;22
22732;498.333;506.91;Francois_FILLON;male;178;22
22733;509.384;511.537;Bernard_ACCOYER;male;178;22
22734;512.107;529.431;Catherine_GENISSON;female;178;22
22735;530.133;537.123;Catherine_GENISSON;female;178;22
22736;537.469;544.08;Catherine_GENISSON;female;178;22
22737;544.749;557.228;Catherine_GENISSON;female;178;22
22738;557.576;563.721;Catherine_GENISSON;female;178;22
22739;564.277;576.038;Catherine_GENISSON;female;178;22
22740;576.7;592.797;Catherine_GENISSON;female;178;22
22741;593.305;619.488;Catherine_GENISSON;female;178;22
22742;619.894;625.328;Catherine_GENISSON;female;178;22
22743;625.328;627.236;Roselyne_BACHELOT;female;178;22
22744;627.691;634.546;Roselyne_BACHELOT;female;178;22
22745;635.257;640.147;Roselyne_BACHELOT;female;178;22
22746;640.596;644.126;Roselyne_BACHELOT;female;178;22
22747;644.126;644.723;Bernard_ACCOYER;male;178;22
22748;644.723;645.446;Roselyne_BACHELOT;female;178;22
22749;645.88;651.148;Roselyne_BACHELOT;female;178;22
22750;651.495;663.82;Roselyne_BACHELOT;female;178;22
22751;664.224;682.348;Roselyne_BACHELOT;female;178;22
22752;682.758;694.961;Roselyne_BACHELOT;female;178;22
22753;695.391;733.755;Roselyne_BACHELOT;female;178;22
22754;736.01;738.359;Bernard_ACCOYER;male;178;22
22755;738.927;741.784;Etienne_PINTE;male;178;22
22756;742.171;744.495;Etienne_PINTE;male;178;22
22757;745.164;748.157;Etienne_PINTE;male;178;22
22758;748.756;752.464;Etienne_PINTE;male;178;22
22759;752.97;754.737;Etienne_PINTE;male;178;22
22760;755.193;756.805;Etienne_PINTE;male;178;22
22761;757.573;759.115;Etienne_PINTE;male;178;22
22762;759.589;762.875;Etienne_PINTE;male;178;22
22763;763.685;765.802;Etienne_PINTE;male;178;22
22764;766.339;770.953;Etienne_PINTE;male;178;22
22765;771.488;775.947;Etienne_PINTE;male;178;22
22766;776.503;779.685;Etienne_PINTE;male;178;22
22767;785.91;786.466;Etienne_PINTE;male;178;22
22768;787.656;793.783;Etienne_PINTE;male;178;22
22769;794.261;796.977;Etienne_PINTE;male;178;22
22770;797.416;800.066;Etienne_PINTE;male;178;22
22771;800.409;804.552;Etienne_PINTE;male;178;22
22772;805.226;809.303;Etienne_PINTE;male;178;22
22773;809.903;811.66;Etienne_PINTE;male;178;22
22774;812.019;820.396;Etienne_PINTE;male;178;22
22775;820.924;825.872;Etienne_PINTE;male;178;22
22776;826.586;828.628;Etienne_PINTE;male;178;22
22777;829.099;833.808;Etienne_PINTE;male;178;22
22778;834.389;836.213;Etienne_PINTE;male;178;22
22779;836.58;838.657;Etienne_PINTE;male;178;22
22780;839.065;841.885;Etienne_PINTE;male;178;22
22781;842.289;844.086;Etienne_PINTE;male;178;22
22782;844.983;850.178;Pierre_LELLOUCHE;male;178;22
22783;850.741;851.925;Pierre_LELLOUCHE;male;178;22
22784;852.776;854.289;Pierre_LELLOUCHE;male;178;22
22785;854.698;856.497;Pierre_LELLOUCHE;male;178;22
22786;857.002;860.116;Pierre_LELLOUCHE;male;178;22
22787;861.09;865.742;Pierre_LELLOUCHE;male;178;22
22788;866.306;868.312;Pierre_LELLOUCHE;male;178;22
22789;868.755;872.823;Pierre_LELLOUCHE;male;178;22
22790;872.823;874.337;Pierre_LELLOUCHE;male;178;22
22791;875.115;879.99;Pierre_LELLOUCHE;male;178;22
22792;880.344;882.294;Pierre_LELLOUCHE;male;178;22
22793;882.752;888.511;Pierre_LELLOUCHE;male;178;22
22794;888.782;891.223;Pierre_LELLOUCHE;male;178;22
22795;891.689;896.46;Pierre_LELLOUCHE;male;178;22
22796;897.289;907.242;Pierre_LELLOUCHE;male;178;22
22797;908.017;912.463;Pierre_LELLOUCHE;male;178;22
22798;913.186;917.697;Pierre_LELLOUCHE;male;178;22
22799;918.152;921.144;Pierre_LELLOUCHE;male;178;22
22800;921.378;929.063;Pierre_LELLOUCHE;male;178;22
22801;929.534;940.734;Pierre_LELLOUCHE;male;178;22
22802;941.24;943.307;Pierre_LELLOUCHE;male;178;22
22803;943.774;954.544;Pierre_LELLOUCHE;male;178;22
22804;954.968;960.409;Pierre_LELLOUCHE;male;178;22
22805;960.409;960.896;Bernard_ACCOYER;male;178;22
22806;960.896;963.15;Pierre_LELLOUCHE;male;178;22
22807;964.488;977.61;Jean-Pierre_GRATIEN;male;178;22
22808;31.741;56.489;Jean-Pierre_GRATIEN;male;179;22
22809;58.693;61.207;Bernard_ACCOYER;male;179;22
22810;63.693;67.251;Bernard_DEFLESSELLES;male;179;22
22811;68.368;71.629;Bernard_DEFLESSELLES;male;179;22
22812;72.193;75.571;Bernard_DEFLESSELLES;male;179;22
22813;75.983;79.048;Bernard_DEFLESSELLES;male;179;22
22814;80.527;83.134;Bernard_DEFLESSELLES;male;179;22
22815;83.502;92.745;Bernard_DEFLESSELLES;male;179;22
22816;93.005;98.588;Bernard_DEFLESSELLES;male;179;22
22817;98.996;103.943;Bernard_DEFLESSELLES;male;179;22
22818;104.413;113.987;Bernard_DEFLESSELLES;male;179;22
22819;114.674;116.565;Bernard_DEFLESSELLES;male;179;22
22820;117.028;121.043;Bernard_DEFLESSELLES;male;179;22
22821;121.4;138.788;Bernard_DEFLESSELLES;male;179;22
22822;139.151;140.259;Bernard_DEFLESSELLES;male;179;22
22823;140.591;147.233;Bernard_DEFLESSELLES;male;179;22
22824;147.64;149.87;Bernard_DEFLESSELLES;male;179;22
22825;150.595;156.343;Bernard_DEFLESSELLES;male;179;22
22826;157.13;169.941;Bernard_DEFLESSELLES;male;179;22
22827;170.266;173.099;Bernard_DEFLESSELLES;male;179;22
22828;174.274;175.389;Bernard_ACCOYER;male;179;22
22829;176.237;180.525;Francois_FILLON;male;179;22
22830;181.257;191.142;Francois_FILLON;male;179;22
22831;191.996;203.374;Francois_FILLON;male;179;22
22832;204.447;210.379;Francois_FILLON;male;179;22
22833;210.979;217.261;Francois_FILLON;male;179;22
22834;217.723;221.296;Francois_FILLON;male;179;22
