spk_name;gender;turn_count;total_length;spk_class;id_show
Jean-Pierre_GRATIEN;male;41;714.16;3;22
Bernard_ACCOYER;male;199;417.37699999999984;4;22
Marie-Francoise_CLERGEAU;female;2;120.10699999999997;1;22
Georges_TRON;male;1;115.93400000000003;1;22
Claude_BODIN;male;15;100.13399999999996;1;22
Jean-Louis_BORLOO;male;25;201.92999999999984;1;22
Francois_BROTTES;male;47;331.52100000000047;4;22
unk_944;NA;1;2.984000000000009;1;22
Francois_SAUVADET;male;37;195.84200000000007;1;22
Francois_FILLON;male;512;4036.300798501005;4;22
Catherine_GENISSON;female;9;109.024;1;22
Roselyne_BACHELOT;female;13;191.31500000000023;1;22
Etienne_PINTE;male;27;85.08099999999968;1;22
Pierre_LELLOUCHE;male;24;106.15999999999974;1;22
Bernard_DEFLESSELLES;male;18;99.882;1;22
Jean-Marc_AYRAULT;male;433;1847.197000000001;4;22
Laurent_FABIUS;male;38;221.56699999999967;1;22
Olivier_DUSSOPT;male;34;223.7739999999999;1;22
Alain_JUPPE;male;106;704.4696140909999;4;22
Christophe_CARESCHE;male;43;221.09399999999965;1;22
Christine_LAGARDE;female;35;325.27399999999994;3;22
Marc_DOLEZ;male;16;108.00099999999992;1;22
Gerard_MENUEL;male;10;109.50000000000011;1;22
unk_946;NA;1;0.6079999999999472;1;22
Benoist_APPARU;male;23;182.12199999999984;1;22
Jean-Pierre_DECOOL;male;14;96.60299999999995;1;22
Xavier_BERTRAND;male;173;1037.4770000000015;4;22
Herve_GAYMARD;male;27;91.67899999999985;1;22
Michele_ALLIOT-MARIE;female;8;118.31800000000004;1;22
Pierre-Alain_MUET;male;30;198.79800000000012;1;22
Annick_LEPETIT;female;13;111.04499999999996;1;22
unk_947;NA;1;6.220000000000027;1;22
Philippe_PLISSON;male;17;117.15039442699998;1;22
unk_948;male;1;0.7409999999999854;1;22
Michel_VAUZELLE;male;20;103.45903294300024;1;22
Eric_BESSON;male;32;451.842;3;22
Guy_TEISSIER;male;16;110.92800000000003;1;22
Bernard_ROMAN;male;18;120.78899999999987;1;22
multi_spk;NA;183;242.2209999999988;2;22
Francis_HILLMEYER;male;45;190.77700000000004;2;22
Francois_BAROIN;male;69;994.7490000000003;4;22
Jean-Pierre_KUCHEIDA;male;20;79.29999999999995;1;22
Jacques_DESALLANGRE;male;5;108.58299999999997;1;22
Valerie_ROSSO-DEBORD;female;8;111.05000000000007;1;22
Claude_GUEANT;male;90;892.1759999999996;4;22
Patrick_BLOCHE;male;9;102.61999999999989;1;22
Gerard_LONGUET;male;10;117.63199999999983;1;22
Pierre_MOSCOVICI;male;21;221.83899999999974;1;22
Christian_JACOB;male;71;653.2899999999998;4;22
Elisabeth_GUIGOU;female;25;108.02524502300002;1;22
Guy_DELCOURT;male;16;95.7360000000001;1;22
Armand_JUNG;male;14;110.46799999999985;1;22
Catherine_LEMORTON;female;25;107.32500000000016;1;22
Frederic_MITTERRAND;male;9;111.76199999999983;1;22
Gilles_CARREZ;male;18;100.11899999999997;1;22
Valerie_PECRESSE;female;78;970.9690000000004;4;22
Delphine_BATHO;female;14;231.85499999999996;1;22
Philippe_RICHERT;male;26;200.65800000000058;1;22
Nicolas_DUPONT-AIGNAN;male;23;110.34800000000007;1;22
Christophe_SIRUGUE;male;22;100.83500000000015;1;22
Luc_CHATEL;male;64;406.9749999999989;4;22
Catherine_COUTELLE;female;24;107.76000000000005;1;22
Jean-Philippe_MAURER;male;13;96.04299999999989;1;22
Laurent_WAUQUIEZ;male;28;95.33900000000017;1;22
Francois_DE_RUGY;male;23;218.8610000000001;1;22
Nicolas_PERRUCHOT;male;17;103.37299999999993;1;22
Jean_MALLOT;male;43;202.89099999999894;1;22
Charles_DE_COURSON;male;19;107.01099999999991;1;22
Aurelie_FILIPPETTI;female;14;98.44199999999978;1;22
Claude_GOASGUEN;male;25;83.36099999999976;1;22
Nicole_AMELINE;female;48;194.77700000000027;2;22
unk_953;male;1;0.32399999999995543;1;22
Roland_MUZEAU;male;14;107.04299999999978;1;22
Yvan_LACHAUD;male;59;168.76099999999997;2;22
Jean-Baptiste_PREDALI;male;32;308.1409999999994;3;22
Christian_ECKERT;male;47;220.06200000000024;2;22
Rudy_SALLES;male;19;104.62800000000016;1;22
Herve_FERON;male;14;106.60699999999997;1;22
Paul_DURIEU;male;24;99.31299999999987;1;22
Jean-Pierre_NICOLAS;male;14;106.07800000000003;1;22
Gerard_BAPT;male;15;102.42199999999997;1;22
Catherine_VAUTRIN;female;5;9.699999999999875;1;22
Jean-Jacques_GUILLET;male;19;107.56600000000049;1;22
Nathalie_KOSCIUSKO-MORIZET;female;75;494.79400000000066;4;22
Michel_MERCIER;male;15;178.233;1;22
Jean-Claude_GUIBAL;male;10;111.88899999999973;1;22
Pascal_BRINDEAU;male;17;103.92999999999984;1;22
Nadine_MORANO;female;6;116.55100000000004;1;22
Eric_DIARD;male;12;91.04400000000004;1;22
Yves_DURAND;male;16;113.13199999999983;1;22
Jean-Jacques_URVOAS;male;58;307.8889999999995;4;22
Jean-Pierre_BRARD;male;10;118.79200000000009;1;22
Eric_CIOTTI;male;7;116.98399999999981;1;22
Christophe_BOUILLON;male;16;111.60800000000006;1;22
Marc_LE_FUR;male;46;196.78300000000013;2;22
Jean_GLAVANY;male;43;165.8960000000003;1;22
Jean-Francois_COPE;male;50;194.94000000000034;2;22
Jerome_CAHUZAC;male;49;331.60000000000065;4;22
Alain_BOCQUET;male;25;106.81299999999987;1;22
Jerome_CHARTIER;male;31;105.82600000000019;1;22
Andre_CHASSAIGNE;male;3;121.02600000000018;1;22
Regis_JUANICO;male;13;104.79900000000009;1;22
Raymond_DURAND;male;13;101.79700000000014;1;22
Christian_PAUL;male;7;119.16199999999992;1;22
Jacqueline_FRAYSSE;female;16;117.36699999999973;1;22
Lionnel_LUCA;male;15;89.34100000000024;1;22
Thomas_SOULIE;male;12;228.1249999999999;1;22
Claude_BARTOLONE;male;66;107.24699999999973;2;22
Jean_LEONETTI;male;51;179.6189999999998;2;22
Henri_PLAGNOL;male;31;102.09299999999996;1;22
Cecile_DUFLOT;female;10;88.23300000000006;1;22
Manuel_VALLS;male;24;212.30099999999993;1;22
Bruno_LE_MAIRE;male;18;106.81599999999997;1;22
unk_954;male;1;0.6059999999999945;1;22
Anne_GROMMERCH;female;16;112.89999999999998;1;22
Arnaud_MONTEBOURG;male;56;290.5039999999999;4;22
Jacques_BOMPARD;male;14;119.26300000000003;1;22
unk_955;male;1;0.3170000000000073;1;22
unk_956;male;1;0.44299999999998363;1;22
Christiane_TAUBIRA;female;30;123.88299999999947;1;22
Jean-Christophe_LAGARDE;male;14;114.7650000000001;1;22
Michel_SAPIN;male;21;97.68700000000013;1;22
Thierry_BENOIT;male;21;108.25799999999981;1;22
Bernard_CAZENEUVE;male;4;125.34300000000007;1;22
Bruno_LE_ROUX;male;6;117.84900000000005;1;22
Michel_LIEBGOTT;male;15;100.07800000000009;1;22
Dominique_BERTINOTTI;female;11;216.62000000000012;1;22
Thibaud_LE_FLOCH;male;1;31.670999999999992;1;22
Erwann_BINET;male;7;91.98500000000001;1;22
Patricia_ADAM;female;2;27.264000000000124;1;22
